metric,objective,cost_aware,config,mem,batch,tp,fusion,network,category,value
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1981.6162504284628
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6662349559102333
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.424557343693518
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,5.009485386030781
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,117.64769975005291
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.5425022858325
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.9326396592402
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,17.213241174355492
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,315.19472471859524
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.515234352777217
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,17.942773394031125
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,mobilenet_v3_small_b1_seq1,cnn,0.01110908113733676
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,mobilenet_v3_small_b8_seq1,cnn,0.09246802157723691
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,replknet31b_b1_seq1,cnn,0.4395823624893217
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,replknet31b_b8_seq1,cnn,3.5099650469529573
EDP,edp,False,Full Fengshui,1,1,1,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0001301897311763192
EDP,edp,False,Full Fengshui,1,1,1,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.00813585977501676
EDP,edp,False,Full Fengshui,1,1,1,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,3.9370491538836114e-08
EDP,edp,False,Full Fengshui,1,1,1,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.3432125961212e-06
EDP,edp,False,Full Fengshui,1,1,1,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.0020040510982519727
EDP,edp,False,Full Fengshui,1,1,1,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.12439633801678437
EDP,edp,False,Full Fengshui,1,1,1,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.0461578924138415e-07
EDP,edp,False,Full Fengshui,1,1,1,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.0259533745530329e-05
EDP,edp,False,Full Fengshui,1,1,1,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,4.329723824250374e-06
EDP,edp,False,Full Fengshui,1,1,1,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00017127598640942815
EDP,edp,False,Full Fengshui,1,1,1,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,2.2938636669635308e-07
EDP,edp,False,Full Fengshui,1,1,1,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,1.4718674516556203e-06
EDP,edp,False,Full Fengshui,1,1,1,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,4.442891097749901e-05
EDP,edp,False,Full Fengshui,1,1,1,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.0021229649582899606
EDP,edp,False,Full Fengshui,1,1,1,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,3.322418085517818e-07
EDP,edp,False,Full Fengshui,1,1,1,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,2.0521824217218377e-05
EDP,edp,False,Full Fengshui,1,1,1,1,mobilenet_v3_small_b1_seq1,cnn,1.3109355308607232e-10
EDP,edp,False,Full Fengshui,1,1,1,1,mobilenet_v3_small_b8_seq1,cnn,7.068905534264046e-09
EDP,edp,False,Full Fengshui,1,1,1,1,replknet31b_b1_seq1,cnn,5.59991318227939e-07
EDP,edp,False,Full Fengshui,1,1,1,1,replknet31b_b8_seq1,cnn,1.9854715902964524e-05
EDP,edp,False,w/o Mem,0,1,1,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0002816517661967209
EDP,edp,False,w/o Mem,0,1,1,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.008629609581298896
EDP,edp,False,w/o Mem,0,1,1,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,3.9370491538836114e-08
EDP,edp,False,w/o Mem,0,1,1,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.376098419608144e-06
EDP,edp,False,w/o Mem,0,1,1,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004123006390832337
EDP,edp,False,w/o Mem,0,1,1,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.24673547908767782
EDP,edp,False,w/o Mem,0,1,1,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.0461578924138415e-07
EDP,edp,False,w/o Mem,0,1,1,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.0259533745530329e-05
EDP,edp,False,w/o Mem,0,1,1,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,1.2927591780277681e-05
EDP,edp,False,w/o Mem,0,1,1,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00030361537708764765
EDP,edp,False,w/o Mem,0,1,1,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,7.939079648627103e-07
EDP,edp,False,w/o Mem,0,1,1,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,4.699968226132862e-06
EDP,edp,False,w/o Mem,0,1,1,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.00014274765149734623
EDP,edp,False,w/o Mem,0,1,1,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004670635533938361
EDP,edp,False,w/o Mem,0,1,1,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.243129787887059e-07
EDP,edp,False,w/o Mem,0,1,1,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,6.959637106023976e-05
EDP,edp,False,w/o Mem,0,1,1,1,mobilenet_v3_small_b1_seq1,cnn,1.5622479523445932e-10
EDP,edp,False,w/o Mem,0,1,1,1,mobilenet_v3_small_b8_seq1,cnn,7.612227318585301e-09
EDP,edp,False,w/o Mem,0,1,1,1,replknet31b_b1_seq1,cnn,5.693725250467343e-07
EDP,edp,False,w/o Mem,0,1,1,1,replknet31b_b8_seq1,cnn,2.0043403568866016e-05
EDP,edp,False,w/o Batch,1,0,1,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.00013197466314685414
EDP,edp,False,w/o Batch,1,0,1,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.00813585977501676
EDP,edp,False,w/o Batch,1,0,1,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.002139548570519e-08
EDP,edp,False,w/o Batch,1,0,1,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.353372038181924e-06
EDP,edp,False,w/o Batch,1,0,1,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.0020138998402951243
EDP,edp,False,w/o Batch,1,0,1,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.12439633801678437
EDP,edp,False,w/o Batch,1,0,1,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.0745553389342735e-07
EDP,edp,False,w/o Batch,1,0,1,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.0316286794194378e-05
EDP,edp,False,w/o Batch,1,0,1,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,4.393268586569124e-06
EDP,edp,False,w/o Batch,1,0,1,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00017127598640942815
EDP,edp,False,w/o Batch,1,0,1,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,2.3121579124544085e-07
EDP,edp,False,w/o Batch,1,0,1,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,1.473690149184112e-06
EDP,edp,False,w/o Batch,1,0,1,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,4.496190176070459e-05
EDP,edp,False,w/o Batch,1,0,1,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.0021229649582899606
EDP,edp,False,w/o Batch,1,0,1,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,3.3459597249790353e-07
EDP,edp,False,w/o Batch,1,0,1,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,2.0540480342581306e-05
EDP,edp,False,w/o Batch,1,0,1,1,mobilenet_v3_small_b1_seq1,cnn,1.3109355308607232e-10
EDP,edp,False,w/o Batch,1,0,1,1,mobilenet_v3_small_b8_seq1,cnn,7.068905534264046e-09
EDP,edp,False,w/o Batch,1,0,1,1,replknet31b_b1_seq1,cnn,5.59991318227939e-07
EDP,edp,False,w/o Batch,1,0,1,1,replknet31b_b8_seq1,cnn,1.9854715902964524e-05
EDP,edp,False,w/o Tp,1,1,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.00028442847596012774
EDP,edp,False,w/o Tp,1,1,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.017153996988736448
EDP,edp,False,w/o Tp,1,1,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.335772895265393e-08
EDP,edp,False,w/o Tp,1,1,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.8219625631726888e-06
EDP,edp,False,w/o Tp,1,1,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004505738469697859
EDP,edp,False,w/o Tp,1,1,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.2713003874639977
EDP,edp,False,w/o Tp,1,1,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.789850319771225e-07
EDP,edp,False,w/o Tp,1,1,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.7765064102312712e-05
EDP,edp,False,w/o Tp,1,1,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,5.567675835588229e-06
EDP,edp,False,w/o Tp,1,1,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00033760855968065467
EDP,edp,False,w/o Tp,1,1,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,2.2938636669635308e-07
EDP,edp,False,w/o Tp,1,1,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,1.4718674516556203e-06
EDP,edp,False,w/o Tp,1,1,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,7.496875403061314e-05
EDP,edp,False,w/o Tp,1,1,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004354758153354638
EDP,edp,False,w/o Tp,1,1,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,3.4922859339792506e-07
EDP,edp,False,w/o Tp,1,1,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,2.0521824217218377e-05
EDP,edp,False,w/o Tp,1,1,0,1,mobilenet_v3_small_b1_seq1,cnn,1.3109355308607232e-10
EDP,edp,False,w/o Tp,1,1,0,1,mobilenet_v3_small_b8_seq1,cnn,7.068905534264046e-09
EDP,edp,False,w/o Tp,1,1,0,1,replknet31b_b1_seq1,cnn,5.59991318227939e-07
EDP,edp,False,w/o Tp,1,1,0,1,replknet31b_b8_seq1,cnn,1.9854715902964524e-05
EDP,edp,False,w/o Fusion,1,1,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0001301897311763192
EDP,edp,False,w/o Fusion,1,1,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.0082104600731645
EDP,edp,False,w/o Fusion,1,1,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,3.9370491538836114e-08
EDP,edp,False,w/o Fusion,1,1,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.4920529381877214e-06
EDP,edp,False,w/o Fusion,1,1,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.002004246432354067
EDP,edp,False,w/o Fusion,1,1,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.12552064443251879
EDP,edp,False,w/o Fusion,1,1,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.0461578924138415e-07
EDP,edp,False,w/o Fusion,1,1,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.0317330592260325e-05
EDP,edp,False,w/o Fusion,1,1,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,4.329723824250374e-06
EDP,edp,False,w/o Fusion,1,1,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00017127598640942815
EDP,edp,False,w/o Fusion,1,1,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,2.2938636669635308e-07
EDP,edp,False,w/o Fusion,1,1,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,1.4718674516556203e-06
EDP,edp,False,w/o Fusion,1,1,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,4.442891097749901e-05
EDP,edp,False,w/o Fusion,1,1,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.0021229649582899606
EDP,edp,False,w/o Fusion,1,1,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,3.322418085517818e-07
EDP,edp,False,w/o Fusion,1,1,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,2.0521824217218377e-05
EDP,edp,False,w/o Fusion,1,1,1,0,mobilenet_v3_small_b1_seq1,cnn,1.9206883738859168e-10
EDP,edp,False,w/o Fusion,1,1,1,0,mobilenet_v3_small_b8_seq1,cnn,9.79281378929837e-09
EDP,edp,False,w/o Fusion,1,1,1,0,replknet31b_b1_seq1,cnn,5.625063414094399e-07
EDP,edp,False,w/o Fusion,1,1,1,0,replknet31b_b8_seq1,cnn,1.9854715902964524e-05
EDP,edp,False,w/o Mem+Batch,0,0,1,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0002846053902306437
EDP,edp,False,w/o Mem+Batch,0,0,1,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.008629609581298896
EDP,edp,False,w/o Mem+Batch,0,0,1,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.002139548570519e-08
EDP,edp,False,w/o Mem+Batch,0,0,1,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.3862578616688681e-06
EDP,edp,False,w/o Mem+Batch,0,0,1,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004144397122825416
EDP,edp,False,w/o Mem+Batch,0,0,1,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.24673547908767782
EDP,edp,False,w/o Mem+Batch,0,0,1,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.0745553389342735e-07
EDP,edp,False,w/o Mem+Batch,0,0,1,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.0316286794194378e-05
EDP,edp,False,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,1.3108750722570895e-05
EDP,edp,False,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00030382931351442046
EDP,edp,False,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,7.999139693155416e-07
EDP,edp,False,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,4.705935273873705e-06
EDP,edp,False,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.0001442754997026864
EDP,edp,False,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004670635533938361
EDP,edp,False,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.264114953905767e-07
EDP,edp,False,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,6.964399807699977e-05
EDP,edp,False,w/o Mem+Batch,0,0,1,1,mobilenet_v3_small_b1_seq1,cnn,1.5622479523445932e-10
EDP,edp,False,w/o Mem+Batch,0,0,1,1,mobilenet_v3_small_b8_seq1,cnn,7.612227318585301e-09
EDP,edp,False,w/o Mem+Batch,0,0,1,1,replknet31b_b1_seq1,cnn,5.693725250467343e-07
EDP,edp,False,w/o Mem+Batch,0,0,1,1,replknet31b_b8_seq1,cnn,2.0043403568866016e-05
EDP,edp,False,w/o Mem+Tp,0,1,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.00029134866470639694
EDP,edp,False,w/o Mem+Tp,0,1,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.017519738536599865
EDP,edp,False,w/o Mem+Tp,0,1,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.335772895265393e-08
EDP,edp,False,w/o Mem+Tp,0,1,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.8549758207397359e-06
EDP,edp,False,w/o Mem+Tp,0,1,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004601483942244591
EDP,edp,False,w/o Mem+Tp,0,1,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.27546860965661735
EDP,edp,False,w/o Mem+Tp,0,1,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.789850319771225e-07
EDP,edp,False,w/o Mem+Tp,0,1,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.7765064102312712e-05
EDP,edp,False,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,1.2927591780277681e-05
EDP,edp,False,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00036088503091887334
EDP,edp,False,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,7.939079648627103e-07
EDP,edp,False,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,4.699968226132862e-06
EDP,edp,False,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.00016338747960844026
EDP,edp,False,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004670635533938361
EDP,edp,False,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.205979358588207e-07
EDP,edp,False,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,6.959637106023976e-05
EDP,edp,False,w/o Mem+Tp,0,1,0,1,mobilenet_v3_small_b1_seq1,cnn,1.5622479523445932e-10
EDP,edp,False,w/o Mem+Tp,0,1,0,1,mobilenet_v3_small_b8_seq1,cnn,7.612227318585301e-09
EDP,edp,False,w/o Mem+Tp,0,1,0,1,replknet31b_b1_seq1,cnn,5.693725250467343e-07
EDP,edp,False,w/o Mem+Tp,0,1,0,1,replknet31b_b8_seq1,cnn,2.0043403568866016e-05
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0002831164027282081
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.008710153365495328
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,3.9370491538836114e-08
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.534020452899692e-06
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004140890756153842
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.24871355889503774
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.0461578924138415e-07
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.0317330592260325e-05
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,1.2927591780277681e-05
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00030361537708764765
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,7.939079648627103e-07
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,4.699968226132862e-06
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.00014274765149734623
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004670635533938361
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.243129787887059e-07
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,6.959637106023976e-05
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,mobilenet_v3_small_b1_seq1,cnn,2.1839753217255589e-10
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,mobilenet_v3_small_b8_seq1,cnn,1.1218051428465116e-08
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,replknet31b_b1_seq1,cnn,5.730923410807152e-07
EDP,edp,False,w/o Mem+Fusion,0,1,1,0,replknet31b_b8_seq1,cnn,2.0071627669053036e-05
EDP,edp,False,w/o Batch+Tp,1,0,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.0002872820444359229
EDP,edp,False,w/o Batch+Tp,1,0,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.017153996988736448
EDP,edp,False,w/o Batch+Tp,1,0,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.409238912282194e-08
EDP,edp,False,w/o Batch+Tp,1,0,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.838150413711402e-06
EDP,edp,False,w/o Batch+Tp,1,0,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.004525435953784162
EDP,edp,False,w/o Batch+Tp,1,0,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.2713003874639977
EDP,edp,False,w/o Batch+Tp,1,0,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8319208445344784e-07
EDP,edp,False,w/o Batch+Tp,1,0,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.7869082450749286e-05
EDP,edp,False,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,5.660073184576053e-06
EDP,edp,False,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00033760855968065467
EDP,edp,False,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,2.3121579124544085e-07
EDP,edp,False,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,1.473690149184112e-06
EDP,edp,False,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,7.589708025263015e-05
EDP,edp,False,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.004354758153354638
EDP,edp,False,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,3.517145851954513e-07
EDP,edp,False,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,2.0540480342581306e-05
EDP,edp,False,w/o Batch+Tp,1,0,0,1,mobilenet_v3_small_b1_seq1,cnn,1.3109355308607232e-10
EDP,edp,False,w/o Batch+Tp,1,0,0,1,mobilenet_v3_small_b8_seq1,cnn,7.068905534264046e-09
EDP,edp,False,w/o Batch+Tp,1,0,0,1,replknet31b_b1_seq1,cnn,5.59991318227939e-07
EDP,edp,False,w/o Batch+Tp,1,0,0,1,replknet31b_b8_seq1,cnn,1.9854715902964524e-05
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.00013197466314685414
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,0.0082104600731645
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.002139548570519e-08
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,1.5022123802484352e-06
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.0020140951743972185
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,0.12552064443251879
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.0745553389342735e-07
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,1.0374083640924374e-05
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,4.393268586569124e-06
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.00017127598640942815
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,2.3121579124544085e-07
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,1.473690149184112e-06
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,4.496190176070459e-05
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,0.0021229649582899606
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,3.3459597249790353e-07
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,2.0540480342581306e-05
EDP,edp,False,w/o Batch+Fusion,1,0,1,0,mobilenet_v3_small_b1_seq1,cnn,1.9206883738859168e-10
